Date,Open,High,Low,Close,Adj Close,Volume,Name,ISIN
8/9/2021,0.120999999,0.120999999,0.118000001,0.119999997,0.119999997,989300,AAIT,US46429B3740
8/11/2021,0.118000001,0.118000001,0.118000001,0.118000001,0.118000001,30000,AAIT,US46429B3740
8/12/2021,0.116999999,0.119999997,0.116999999,0.119999997,0.119999997,463305,AAIT,US46429B3740
8/6/2021,21.12999916,21.21999931,20.52000046,21.02000046,21.02000046,28256200,AAL,US02376R1023
